,FeatureSet,Model,Scaler,WindowSize,TestDate,MAE,MSE,RMSE,sMAPE,R2
0,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-01,41.08106190999349,2147.584419384113,46.34203728132928,19.21602112234746,0.5833572500074418
1,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-01,41.08106190999349,2147.584419384113,,,0.5833572500074418
2,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-02,35.29926607767741,2312.44619831739,48.08790074766615,13.133805855078604,0.5469871903223402
3,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-02,35.29926607767741,2312.44619831739,,,0.5469871903223402
4,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-03,48.09699307759604,3643.9690657877704,60.36529686655877,18.337585637660055,0.33587632224021624
5,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-03,48.09699307759604,3643.9690657877704,,,0.33587632224021624
6,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-04,39.9357517115275,2459.667590946406,49.595035950651415,19.115897144265396,0.38408395041617927
7,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-04,39.9357517115275,2459.667590946406,,,0.38408395041617927
8,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-05,50.589405339558915,3861.038382705001,62.13725438659968,22.31125694745112,0.17507403888237638
9,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-05,50.589405339558915,3861.038382705001,,,0.17507403888237638
10,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-06,50.235450668334956,3445.1122708971147,58.69507876216808,22.703897365346183,-0.052118491687633384
11,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-06,50.235450668334956,3445.1122708971147,,,-0.052118491687633384
12,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-07,40.14810258229574,2316.0293040144934,48.12514211942125,17.603758216765808,0.41890485581523007
13,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-07,40.14810258229574,2316.0293040144934,,,0.41890485581523007
14,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-08,23.309107615153,958.5505897493016,30.960468177165886,10.970020402482007,0.7365436617496581
15,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-08,23.309107615153,958.5505897493016,,,0.7365436617496581
16,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-09,62.25268676757813,6974.999086864693,83.51645997565207,29.130635403977983,-0.7234908087770968
17,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-09,62.25268676757813,6974.999086864693,,,-0.7234908087770968
18,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-10,63.436238047281904,5723.935448738502,75.65669467230578,35.69578610095369,-1.9229725869043013
19,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-10,63.436238047281904,5723.935448738502,,,-1.9229725869043013
20,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-11,46.80008583068848,3269.2167948517344,57.1770652871563,20.566327372394134,-0.7992553597169727
21,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-11,46.80008583068848,3269.2167948517344,,,-0.7992553597169727
22,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-12,35.20652857462565,1654.2663910646734,40.67267376340869,16.947099973114792,0.5556458639555519
23,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-12,35.20652857462565,1654.2663910646734,,,0.5556458639555519
24,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-13,29.853995780944825,1167.820921326107,34.173394934160505,14.815007689415442,0.2219759963589507
25,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-13,29.853995780944825,1167.820921326107,,,0.2219759963589507
26,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-14,33.33416310628255,1736.15821291733,41.667231884507636,14.425333123858794,0.6429360910405082
27,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-14,33.33416310628255,1736.15821291733,,,0.6429360910405082
28,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-15,53.10348940531413,4939.489845052049,70.28150428848296,25.75559042756766,-0.3948144370353348
29,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-15,53.10348940531413,4939.489845052049,,,-0.3948144370353348
30,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-16,36.259758173624675,2205.190225670684,46.95945299586319,18.707295098401577,0.30388880302881716
31,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-16,36.259758173624675,2205.190225670684,,,0.30388880302881716
32,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-17,50.31493680318197,3186.559101642018,56.44961560225205,34.13761197010771,-0.7162390135988905
33,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-17,50.31493680318197,3186.559101642018,,,-0.7162390135988905
34,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-18,111.71480480829875,15377.092921040496,124.00440686137124,97.05119106939551,-2.7238665371327295
35,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-18,111.71480480829875,15377.092921040496,,,-2.7238665371327295
36,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-19,62.19441051483155,5786.212151913437,76.06715553978232,107.66032988602252,-0.45618763809816665
37,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-19,62.19441051483155,5786.212151913437,,,-0.45618763809816665
38,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-20,68.30800942381224,6494.321797439166,80.58735507161882,100.92138773520108,0.030761006831125703
39,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-20,68.30800942381224,6494.321797439166,,,0.030761006831125703
40,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-21,39.47121454874675,3089.203802203187,55.58060634972586,34.21050389590481,-0.011686750082060104
41,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-21,39.47121454874675,3089.203802203187,,,-0.011686750082060104
42,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-22,56.87792264620463,4734.239090439821,68.80580709823714,51.000407299758,-3.331066630498851
43,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-22,56.87792264620463,4734.239090439821,,,-3.331066630498851
44,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-23,51.988990453084305,3312.631676128259,57.55546608384176,32.73858920160653,-0.577477796947429
45,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-23,51.988990453084305,3312.631676128259,,,-0.577477796947429
46,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-24,58.96221475601197,4540.313089236155,67.38184539797166,41.5095966822205,-5.327558369299536
47,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-24,58.96221475601197,4540.313089236155,,,-5.327558369299536
48,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-25,21.974324467976885,803.4072810125663,28.344440037026068,12.010090537444011,-0.5028181985014442
49,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-25,21.974324467976885,803.4072810125663,,,-0.5028181985014442
50,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-26,20.136239446004236,628.5218898017599,25.070338844972955,11.289821578628933,-0.2811242541577059
51,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-26,20.136239446004236,628.5218898017599,,,-0.2811242541577059
52,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-27,30.299161402384442,1835.1212987031022,42.83831577808705,17.60286400595764,-2.024926436477305
53,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-27,30.299161402384442,1835.1212987031022,,,-2.024926436477305
54,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-28,29.686004104614256,1279.3389904668206,35.7678485579832,15.958901595390781,-0.49652708102399656
55,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-28,29.686004104614256,1279.3389904668206,,,-0.49652708102399656
56,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-29,36.16229070027669,1999.6695616269653,44.717664984063795,20.989608212568996,-0.42495605021069904
57,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-29,36.16229070027669,1999.6695616269653,,,-0.42495605021069904
58,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-30,47.068962224324544,2984.2460516334595,54.62825323615482,21.647016368953075,-0.2388667387548553
59,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-30,47.068962224324544,2984.2460516334595,,,-0.2388667387548553
60,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-31,38.543522593180334,2296.108429784886,47.91772563243049,18.6769561057151,-0.2750941156646356
61,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-01-31,38.543522593180334,2296.108429784886,,,-0.2750941156646356
62,LSTM_ME41,XGBoost,MinMaxScaler,7,2023-02-01,37.7076345316569,1864.550879265503,43.18044556585195,21.87838727435292,-0.037162684266800694
