Forecast_Day,Input_Steps,MAE,MSE,RMSE,SMAPE,R2
2024-05-22,48,29.294112175504367,1003.7211072511872,31.681557841292893,51.83769085206568,-0.9805791274034241
2024-05-23,48,16.08705918312073,310.1492201340064,17.61105391888874,22.959019116259206,0.6249249813073035
2024-05-24,48,15.397644605636598,572.2717770388413,23.92220259589073,26.898660746591744,-0.1772849308618185
2024-05-25,48,26.785565471649168,1194.5436761859398,34.56217117291592,65.44909930890056,0.44000326315294547
2024-05-26,48,24.679844182332356,1041.1626435309445,32.26705198078908,79.28995223664917,0.5382035191698873
2024-05-27,48,9.689924176534017,156.34504066745458,12.50380104877931,10.827421741491277,0.8000060993828481
2024-05-28,48,9.8269962310791,244.3513345734444,15.631741252126853,8.9840915143911,0.7970505905979263
2024-05-29,48,7.382069466908774,112.3348921882257,10.598815603086305,6.909390949045297,0.8921954368934379
2024-05-30,48,8.295665365854898,104.83835356508148,10.23906018954286,8.748218840085741,0.802713773170784
2024-05-31,48,10.02945420583089,177.32254327558846,13.31625109689617,10.140033128395643,0.5124124954466389
2024-06-01,48,16.738839813868207,326.2204885619785,18.06157491920288,32.72767671303541,0.7978979801790409
2024-06-02,48,21.73062410672506,659.0446431423655,25.671864816221778,83.7665229049623,0.7111141237482391
2024-06-03,48,27.470848986307782,1169.4462314702348,34.197167009421044,23.51977370669025,0.28220664022385333
2024-06-04,48,21.21448960622152,824.6502475073361,28.71672417786082,17.065880564054247,0.6184757408831996
2024-06-05,48,13.312825622558591,362.53196879818597,19.040272287921358,11.749388148342883,0.7840262223268354
2024-06-06,48,14.856735687255858,348.53066557382596,18.668976018352637,14.129706788826674,0.8066739083666551
2024-06-07,48,9.143375320434572,140.34633744324293,11.84678595414144,11.402748395457516,0.9187590301400318
2024-06-08,48,18.733603201707204,471.04391827835553,21.70354621434837,39.079867049387325,0.7703995934355656
2024-06-09,48,17.74408709069093,618.8608445282458,24.876913886739363,48.22252645085268,0.6181902283337442
2024-06-10,48,14.249600340525307,388.3052326898214,19.7054620014305,14.716254065767032,0.5478173377024412
2024-06-11,48,15.967718537648517,377.2976603916077,19.42415147159864,15.742728049751609,0.7230560325848967
2024-06-12,48,13.220790303548176,295.0498314315937,17.177014625120215,12.458685684643456,0.7750626902789048
2024-06-13,48,15.599916559855144,394.31724850672964,19.857423007699907,14.738301718817684,0.6573517813626186
2024-06-14,48,17.463811937967932,481.4080077520021,21.941012003825215,18.978269756311146,0.06840169584180056
2024-06-15,48,40.962650132179256,2632.6104708485936,51.30897066643019,65.41912831225788,-2.7733735160198427
2024-06-16,48,24.03230370203654,867.8917764559392,29.46000299483928,40.46367638959149,0.6254209003950165
2024-06-17,48,23.091253395080567,1489.0736007501384,38.58851643624225,16.033115739443982,0.5687359055702499
2024-06-18,48,14.574273211161293,424.1933403743578,20.595954466213936,14.76082183106669,0.6918244935014005
2024-06-19,48,15.075900713602701,315.10411795872346,17.751172298153254,19.0358451577872,0.827245138929214
2024-06-20,48,13.518878548940023,303.53430903747454,17.422236051594368,14.355971949641663,0.7541262611525613
2024-06-21,48,16.80871213277181,696.2355338935507,26.386275483545433,12.808651412048588,0.6510470023913908
2024-06-22,48,19.86662925720215,793.172854513285,28.163324635299805,30.85081847186011,0.6932730678786119
2024-06-23,48,39.63812888808548,2852.4759618817175,53.408575733506666,84.73032491269264,-0.5453449307935654
2024-06-24,48,22.712389698028563,907.5684889807571,30.12587739769179,18.603804449702128,0.7198874705354235
2024-06-25,48,27.72727066040039,1458.789638932938,38.19410476674297,21.346715909428315,0.5891467189629779
2024-06-26,48,21.7968509165446,1465.6391204790273,38.28366649733313,15.240863772541424,0.5781512053975715
2024-06-27,48,19.19218700408936,1200.9464755572824,34.6546746566359,12.18173621295172,0.6901464253613416
2024-06-28,48,22.487821273803707,1425.4204112735142,37.75474024905368,18.736670899299668,-1.2774059475790285
2024-06-29,48,12.461689704259237,266.295365807402,16.3185589378291,38.44557375009134,0.8836208877578133
2024-06-30,48,34.2577121035258,1628.0682854314703,40.34932819058417,92.43751056848212,0.3035169138743985
